100	22631
200	21685.5
500	21480.2
1000	20980.1
1100	20869
2400	20517.8
8900	19722.4
13600	19256.2
23200	19184.9
41200	18696.3
68700	18577.1
223700	18381.8
336000	17977.9
708400	17973.3
716000	17636.8
